timestamp,ip_address,prediction,attack_type,risk_level,confidence,protocol,source_ip,destination_ip,packet_length,threat_intel_score
2026-08-23T23:54:19.529017,192.168.1.150,False,normal,low,0.9958333333333333,tcp,192.168.1.150,192.168.1.1,297,
2026-08-23T23:54:19.805769,192.168.1.44,False,normal,low,0.9958333333333333,udp,192.168.1.44,192.168.1.1,142,
2026-08-23T23:54:20.220419,192.168.1.46,False,normal,low,0.95875,tcp,192.168.1.46,192.168.1.1,657,
2026-08-23T23:54:20.501632,192.168.1.11,False,normal,low,0.9916666666666667,tcp,192.168.1.11,8.8.8.8,397,
2026-08-23T23:54:20.674036,192.168.1.150,False,normal,low,0.9958333333333333,tcp,192.168.1.150,192.168.1.1,142,
2026-08-23T23:54:21.067722,192.168.1.4,False,normal,low,0.9682539682539683,tcp,192.168.1.4,1.1.1.1,1241,
2026-08-23T23:54:21.472353,192.168.1.43,False,normal,low,0.9675595238095238,tcp,192.168.1.43,8.8.8.8,1156,
2026-08-23T23:54:21.829075,172.16.0.45,False,normal,low,0.9958333333333333,tcp,172.16.0.45,192.168.1.1,60,
2026-08-23T23:54:22.101454,192.168.1.46,False,normal,low,0.9688095238095239,udp,192.168.1.46,8.8.8.8,1393,
2026-08-23T23:54:22.281907,192.168.1.14,False,normal,low,0.9958333333333333,tcp,192.168.1.14,192.168.1.1,391,
2026-08-23T23:54:22.528269,192.168.1.24,False,normal,low,0.95875,tcp,192.168.1.24,142.250.190.46,615,
2026-08-23T23:54:22.775934,192.168.1.21,False,normal,low,0.95875,udp,192.168.1.21,142.250.190.46,771,
2026-08-23T23:54:23.091036,192.168.1.44,False,normal,low,0.9616666666666667,tcp,192.168.1.44,1.1.1.1,1395,
2026-08-23T23:54:23.479077,192.168.1.45,False,normal,low,0.95875,tcp,192.168.1.45,8.8.8.8,614,
2026-08-23T23:54:23.710308,185.220.101.5,False,normal,low,0.9958333333333333,tcp,185.220.101.5,192.168.1.1,68,
2026-08-23T23:54:24.000702,192.168.1.150,False,normal,low,0.9958333333333333,tcp,192.168.1.150,192.168.1.1,249,
2026-08-23T23:54:24.420276,192.168.1.3,False,normal,low,0.9787037037037037,tcp,192.168.1.3,1.1.1.1,466,
2026-08-23T23:54:24.705129,192.168.1.46,False,normal,low,0.9688095238095239,tcp,192.168.1.46,192.168.1.1,1304,
2026-08-23T23:54:25.139601,192.168.1.22,False,normal,low,0.9875,tcp,192.168.1.22,8.8.8.8,562,
2026-08-23T23:54:25.873685,192.168.1.50,False,normal,low,0.95875,tcp,192.168.1.50,1.1.1.1,772,
2026-08-23T23:54:26.266810,192.168.1.11,False,normal,low,0.9958333333333333,tcp,192.168.1.11,151.101.65.140,175,
2026-08-23T23:54:26.616004,192.168.1.20,False,normal,low,0.95875,tcp,192.168.1.20,192.168.1.1,895,
2026-08-23T23:54:26.784071,192.168.1.15,False,normal,low,0.9675595238095238,tcp,192.168.1.15,8.8.8.8,1094,
2026-08-23T23:54:27.116530,185.220.101.5,False,normal,low,0.9958333333333333,tcp,185.220.101.5,192.168.1.1,123,
2026-08-23T23:54:27.476230,192.168.1.29,False,normal,low,0.9675595238095238,tcp,192.168.1.29,192.168.1.1,1145,
2026-08-23T23:54:27.719652,192.168.1.2,False,normal,low,0.9682539682539683,tcp,192.168.1.2,8.8.8.8,1221,
2026-08-23T23:58:11.912054,91.240.118.172,False,normal,low,0.9958333333333333,tcp,91.240.118.172,192.168.1.1,136,
2026-08-23T23:58:12.232026,192.168.1.2,False,normal,low,0.9675595238095238,tcp,192.168.1.2,192.168.1.1,1069,
2026-08-23T23:58:12.461916,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
