timestamp,ip_address,prediction,attack_type,risk_level,confidence,protocol,source_ip,destination_ip,packet_length,threat_intel_score
2026-08-20T08:27:54.360494,192.168.1.6,False,normal,low,0.9958333333333333,udp,192.168.1.6,1.1.1.1,228,
2026-08-20T08:27:56.956261,192.168.1.2,False,normal,low,0.9958333333333333,tcp,192.168.1.2,1.1.1.1,131,
2026-08-20T11:05:03.904029,192.168.1.45,False,normal,low,0.9533333333333334,tcp,192.168.1.45,151.101.65.140,1421,
2026-08-20T11:05:07.344942,192.168.1.22,False,normal,low,0.9958333333333333,tcp,192.168.1.22,142.250.190.46,189,
2026-08-20T11:05:09.987629,192.168.1.48,False,normal,low,0.9675595238095238,tcp,192.168.1.48,142.250.190.46,1020,
2026-08-20T11:05:12.865242,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:05:15.305904,192.168.1.41,False,normal,low,0.9742261904761905,tcp,192.168.1.41,8.8.8.8,978,
2026-08-20T11:05:17.418771,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:05:19.794208,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:05:22.208587,192.168.1.23,False,normal,low,0.9875,tcp,192.168.1.23,142.250.190.46,558,
2026-08-20T11:05:24.909767,192.168.1.50,False,normal,low,0.9675595238095238,tcp,192.168.1.50,1.1.1.1,1010,
2026-08-20T11:05:28.941701,192.168.1.42,False,normal,low,0.9682539682539683,tcp,192.168.1.42,192.168.1.1,1244,
2026-08-20T11:05:31.065335,192.168.1.17,False,normal,low,0.95875,udp,192.168.1.17,192.168.1.1,620,
2026-08-20T11:05:32.960793,192.168.1.4,False,normal,low,0.9533333333333334,tcp,192.168.1.4,1.1.1.1,1427,
2026-08-20T11:05:35.358793,192.168.1.26,False,normal,low,0.9847222222222223,tcp,192.168.1.26,192.168.1.1,547,
2026-08-20T11:05:37.496885,192.168.1.31,False,normal,low,0.9688095238095239,udp,192.168.1.31,151.101.65.140,1295,
2026-08-20T11:05:39.632306,192.168.1.105,False,normal,low,0.9533333333333334,tcp,192.168.1.105,104.244.42.1,1424,
2026-08-20T11:05:41.865703,192.168.1.14,False,normal,low,0.9615277777777778,tcp,192.168.1.14,8.8.8.8,699,
2026-08-20T11:05:44.070481,192.168.1.30,False,normal,low,0.9958333333333333,tcp,192.168.1.30,192.168.1.1,306,
2026-08-20T11:05:46.402957,192.168.1.2,False,normal,low,0.9615277777777778,tcp,192.168.1.2,192.168.1.1,751,
2026-08-20T11:05:48.583145,192.168.1.21,False,normal,low,0.9670833333333333,tcp,192.168.1.21,192.168.1.1,923,
2026-08-20T11:05:50.577332,192.168.1.33,False,normal,low,0.9533333333333334,tcp,192.168.1.33,192.168.1.1,1420,
2026-08-20T11:05:52.867256,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
2026-08-20T11:05:55.052406,192.168.1.28,False,normal,low,0.9688095238095239,tcp,192.168.1.28,142.250.190.46,1316,
2026-08-20T11:05:57.211579,192.168.1.23,False,normal,low,0.9675595238095238,tcp,192.168.1.23,192.168.1.1,1004,
2026-08-20T11:05:59.550550,192.168.1.38,False,normal,low,0.95875,udp,192.168.1.38,142.250.190.46,664,
2026-08-20T11:06:01.530140,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
2026-08-20T11:06:03.365827,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,104.244.42.1,1498,
2026-08-20T11:06:05.497022,192.168.1.3,False,normal,low,0.9615277777777778,tcp,192.168.1.3,1.1.1.1,731,
2026-08-20T11:06:07.529656,192.168.1.18,False,normal,low,0.9742261904761905,tcp,192.168.1.18,151.101.65.140,987,
2026-08-20T11:06:09.589196,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:06:12.114136,192.168.1.45,False,normal,low,0.9615277777777778,tcp,192.168.1.45,192.168.1.1,745,
2026-08-20T11:06:14.258744,192.168.1.8,False,normal,low,0.9654761904761905,udp,192.168.1.8,1.1.1.1,1247,
2026-08-20T11:06:16.338044,185.220.101.5,False,normal,low,0.9958333333333333,tcp,185.220.101.5,192.168.1.1,73,
2026-08-20T11:06:18.778297,192.168.1.27,False,normal,low,0.9833333333333333,udp,192.168.1.27,142.250.190.46,593,
2026-08-20T11:06:20.879032,192.168.1.28,False,normal,low,0.9615277777777778,tcp,192.168.1.28,142.250.190.46,705,
2026-08-20T11:06:23.379680,192.168.1.6,False,normal,low,0.9833333333333333,tcp,192.168.1.6,1.1.1.1,579,
2026-08-20T11:06:25.437156,192.168.1.150,False,normal,low,0.9958333333333333,tcp,192.168.1.150,192.168.1.1,226,
2026-08-20T11:06:28.036212,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,203.0.113.88,1483,
2026-08-20T11:06:30.370399,192.168.1.15,False,normal,low,0.95875,tcp,192.168.1.15,1.1.1.1,656,
2026-08-20T11:06:32.400666,91.240.118.172,False,normal,low,0.9958333333333333,tcp,91.240.118.172,192.168.1.1,239,
2026-08-20T11:06:36.176360,192.168.1.17,False,normal,low,0.9742261904761905,tcp,192.168.1.17,1.1.1.1,972,
2026-08-20T11:06:40.098650,192.168.1.24,False,normal,low,0.9742261904761905,udp,192.168.1.24,8.8.8.8,936,
2026-08-20T11:06:43.772993,185.220.101.5,False,normal,low,0.9958333333333333,tcp,185.220.101.5,192.168.1.1,76,
2026-08-20T11:06:47.761114,192.168.1.45,False,normal,low,0.9688095238095239,tcp,192.168.1.45,192.168.1.1,1383,
2026-08-20T11:06:51.803177,192.168.1.5,False,normal,low,0.9633928571428572,tcp,192.168.1.5,151.101.65.140,1161,
2026-08-20T11:06:56.163705,192.168.1.29,False,normal,low,0.9958333333333333,tcp,192.168.1.29,151.101.65.140,180,
2026-08-20T11:07:00.091429,192.168.1.17,False,normal,low,0.95875,udp,192.168.1.17,192.168.1.1,678,
2026-08-20T11:07:04.093110,192.168.1.50,False,normal,low,0.9675595238095238,tcp,192.168.1.50,142.250.190.46,1144,
2026-08-20T11:07:08.152963,192.168.1.16,False,normal,low,0.9742261904761905,tcp,192.168.1.16,1.1.1.1,995,
2026-08-20T11:07:12.235150,192.168.1.38,False,normal,low,0.95875,tcp,192.168.1.38,151.101.65.140,905,
2026-08-20T11:07:15.910839,192.168.1.41,False,normal,low,0.9958333333333333,udp,192.168.1.41,192.168.1.1,234,
2026-08-20T11:07:19.231788,192.168.1.2,False,normal,low,0.9742261904761905,tcp,192.168.1.2,151.101.65.140,943,
2026-08-20T11:07:23.353207,192.168.1.35,False,normal,low,0.95875,udp,192.168.1.35,1.1.1.1,883,
2026-08-20T11:07:27.371938,192.168.1.7,False,normal,low,0.9958333333333333,tcp,192.168.1.7,1.1.1.1,144,
2026-08-20T11:07:31.838648,192.168.1.27,False,normal,low,0.9675595238095238,tcp,192.168.1.27,1.1.1.1,1072,
2026-08-20T11:07:35.616051,192.168.1.105,False,normal,low,0.9533333333333334,tcp,192.168.1.105,104.244.42.1,1405,
2026-08-20T11:07:39.444674,192.168.1.16,False,normal,low,0.9654761904761905,tcp,192.168.1.16,192.168.1.1,1267,
2026-08-20T11:07:42.924260,192.168.1.15,False,normal,low,0.9958333333333333,udp,192.168.1.15,192.168.1.1,259,
2026-08-20T11:07:55.041679,192.168.1.37,False,normal,low,0.9654761904761905,tcp,192.168.1.37,142.250.190.46,1259,
2026-08-20T11:08:16.081009,192.168.1.12,False,normal,low,0.9958333333333333,tcp,192.168.1.12,142.250.190.46,424,
2026-08-20T11:08:21.893524,192.168.1.16,False,normal,low,0.9688095238095239,udp,192.168.1.16,1.1.1.1,1353,
2026-08-20T11:08:25.528830,10.0.0.50,False,normal,low,0.9958333333333333,tcp,10.0.0.50,192.168.1.1,289,
2026-08-20T11:08:29.884287,192.168.1.17,False,normal,low,0.9958333333333333,tcp,192.168.1.17,142.250.190.46,325,
2026-08-20T11:08:33.774485,192.168.1.4,False,normal,low,0.95875,tcp,192.168.1.4,142.250.190.46,853,
2026-08-20T11:08:45.831874,192.168.1.15,False,normal,low,0.9688095238095239,tcp,192.168.1.15,151.101.65.140,1308,
2026-08-20T11:08:54.404735,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
2026-08-20T11:08:58.441258,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:09:01.963856,192.168.1.14,False,normal,low,0.9787037037037037,tcp,192.168.1.14,192.168.1.1,443,
2026-08-20T11:09:05.814814,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,185.199.108.153,1451,
2026-08-20T11:09:08.927510,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,185.199.108.153,1472,
2026-08-20T11:09:12.319552,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,203.0.113.88,1477,
2026-08-20T11:09:16.043662,172.16.0.45,False,normal,low,0.9958333333333333,tcp,172.16.0.45,192.168.1.1,60,
2026-08-20T11:09:19.423148,192.168.1.28,False,normal,low,0.9958333333333333,tcp,192.168.1.28,142.250.190.46,164,
2026-08-20T11:09:22.710269,192.168.1.11,False,normal,low,0.95875,tcp,192.168.1.11,192.168.1.1,852,
2026-08-20T11:09:26.976425,192.168.1.7,False,normal,low,0.9742261904761905,tcp,192.168.1.7,192.168.1.1,961,
2026-08-20T11:09:30.859789,192.168.1.32,False,normal,low,0.95875,tcp,192.168.1.32,1.1.1.1,656,
2026-08-20T11:09:34.687500,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
2026-08-20T11:09:38.515243,192.168.1.32,False,normal,low,0.95875,udp,192.168.1.32,1.1.1.1,903,
2026-08-20T11:09:41.836133,192.168.1.35,False,normal,low,0.9675595238095238,udp,192.168.1.35,142.250.190.46,1109,
2026-08-20T11:09:45.334033,192.168.1.29,False,normal,low,0.9742261904761905,tcp,192.168.1.29,151.101.65.140,986,
2026-08-20T11:09:48.982123,192.168.1.45,False,normal,low,0.95875,tcp,192.168.1.45,142.250.190.46,685,
2026-08-20T11:09:52.297395,192.168.1.18,False,normal,low,0.9616666666666667,tcp,192.168.1.18,8.8.8.8,1395,
2026-08-20T11:09:56.274735,192.168.1.13,False,normal,low,0.9787037037037037,tcp,192.168.1.13,8.8.8.8,505,
2026-08-20T11:10:11.940832,192.168.1.30,False,normal,low,0.9688095238095239,tcp,192.168.1.30,142.250.190.46,1357,
2026-08-20T11:10:22.334382,172.16.0.45,False,normal,low,0.9958333333333333,tcp,172.16.0.45,192.168.1.1,60,
2026-08-20T11:10:26.620605,192.168.1.32,False,normal,low,0.9958333333333333,tcp,192.168.1.32,1.1.1.1,380,
2026-08-20T11:10:30.039512,192.168.1.24,False,normal,low,0.9958333333333333,udp,192.168.1.24,192.168.1.1,194,
2026-08-20T11:10:33.546085,192.168.1.47,False,normal,low,0.9688095238095239,tcp,192.168.1.47,151.101.65.140,1369,
2026-08-20T11:10:37.132486,192.168.1.23,False,normal,low,0.9958333333333333,tcp,192.168.1.23,8.8.8.8,169,
2026-08-20T11:10:43.022664,192.168.1.23,False,normal,low,0.9654761904761905,udp,192.168.1.23,142.250.190.46,1257,
2026-08-20T11:10:47.852466,192.168.1.46,False,normal,low,0.9958333333333333,udp,192.168.1.46,151.101.65.140,335,
2026-08-20T11:10:51.126744,192.168.1.33,False,normal,low,0.9742261904761905,tcp,192.168.1.33,151.101.65.140,968,
2026-08-20T11:10:54.929337,10.0.0.50,False,normal,low,0.9958333333333333,tcp,10.0.0.50,192.168.1.1,147,
2026-08-20T11:10:58.028217,192.168.1.7,False,normal,low,0.9758928571428572,udp,192.168.1.7,151.101.65.140,1172,
2026-08-20T11:11:01.909057,192.168.1.50,False,normal,low,0.9533333333333334,udp,192.168.1.50,8.8.8.8,1423,
2026-08-20T11:11:05.262593,192.168.1.40,False,normal,low,0.9787037037037037,udp,192.168.1.40,151.101.65.140,452,
2026-08-20T11:11:08.620856,192.168.1.12,False,normal,low,0.9800925925925926,tcp,192.168.1.12,192.168.1.1,518,
2026-08-20T11:11:13.026178,192.168.1.20,False,normal,low,0.9645833333333333,tcp,192.168.1.20,142.250.190.46,596,
2026-08-20T11:11:31.542742,10.0.0.99,False,normal,low,0.9958333333333333,tcp,10.0.0.99,192.168.1.1,100,
2026-08-20T11:11:49.352901,192.168.1.9,False,normal,low,0.9742261904761905,tcp,192.168.1.9,192.168.1.1,976,
2026-08-20T11:12:06.206444,192.168.1.37,False,normal,low,0.9670833333333333,tcp,192.168.1.37,142.250.190.46,927,
2026-08-20T11:12:10.717119,192.168.1.22,False,normal,low,0.95875,tcp,192.168.1.22,8.8.8.8,660,
2026-08-20T11:12:14.547316,192.168.1.4,False,normal,low,0.95875,tcp,192.168.1.4,192.168.1.1,789,
2026-08-20T11:12:17.845617,45.33.32.156,False,normal,low,0.9958333333333333,tcp,45.33.32.156,192.168.1.1,117,
2026-08-20T11:12:22.116396,192.168.1.4,False,normal,low,0.9682539682539683,tcp,192.168.1.4,142.250.190.46,1224,
2026-08-20T11:12:25.598397,192.168.1.26,False,normal,low,0.9615277777777778,tcp,192.168.1.26,8.8.8.8,745,
2026-08-20T11:12:29.509473,192.168.1.22,False,normal,low,0.9688095238095239,tcp,192.168.1.22,142.250.190.46,1382,
2026-08-20T11:12:33.506967,192.168.1.38,False,normal,low,0.9758928571428572,tcp,192.168.1.38,8.8.8.8,1193,
2026-08-20T11:12:36.605643,192.168.1.25,False,normal,low,0.9958333333333333,tcp,192.168.1.25,151.101.65.140,425,
2026-08-20T11:12:41.580639,192.168.1.48,False,normal,low,0.9875,udp,192.168.1.48,142.250.190.46,436,
2026-08-20T11:12:45.227398,192.168.1.205,False,normal,low,0.9958333333333333,tcp,192.168.1.205,192.168.1.1,60,
2026-08-20T11:12:48.833723,192.168.1.45,False,normal,low,0.9958333333333333,tcp,192.168.1.45,151.101.65.140,415,
2026-08-20T11:12:52.789302,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,185.199.108.153,1453,
2026-08-20T11:12:56.619356,192.168.1.16,False,normal,low,0.9670833333333333,tcp,192.168.1.16,151.101.65.140,924,
2026-08-20T11:13:01.398929,192.168.1.47,False,normal,low,0.9787037037037037,tcp,192.168.1.47,142.250.190.46,465,
2026-08-20T11:13:20.935617,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,104.244.42.1,1489,
2026-08-20T11:13:36.688526,91.240.118.172,False,normal,low,0.9958333333333333,tcp,91.240.118.172,192.168.1.1,285,
2026-08-20T11:13:56.667345,192.168.1.48,False,normal,low,0.9958333333333333,udp,192.168.1.48,1.1.1.1,132,
2026-08-20T11:14:13.301445,192.168.1.36,False,normal,low,0.9787037037037037,tcp,192.168.1.36,1.1.1.1,460,
2026-08-20T11:14:30.233086,192.168.1.50,False,normal,low,0.9688095238095239,udp,192.168.1.50,8.8.8.8,1377,
2026-08-20T11:14:46.121680,192.168.1.17,False,normal,low,0.9742261904761905,tcp,192.168.1.17,1.1.1.1,957,
2026-08-20T11:14:49.935000,192.168.1.18,False,normal,low,0.9615277777777778,tcp,192.168.1.18,151.101.65.140,758,
2026-08-20T11:14:53.830100,192.168.1.150,False,normal,low,0.9958333333333333,tcp,192.168.1.150,192.168.1.1,265,
2026-08-20T11:14:58.245422,192.168.1.3,False,normal,low,0.9875,tcp,192.168.1.3,1.1.1.1,555,
2026-08-20T11:15:01.360212,10.0.0.99,False,normal,low,0.9958333333333333,tcp,10.0.0.99,192.168.1.1,106,
2026-08-20T11:15:05.374288,192.168.1.23,False,normal,low,0.9615277777777778,udp,192.168.1.23,8.8.8.8,727,
2026-08-20T11:15:08.813568,192.168.1.2,False,normal,low,0.9958333333333333,tcp,192.168.1.2,151.101.65.140,177,
2026-08-20T11:15:12.283590,192.168.1.4,False,normal,low,0.9688095238095239,udp,192.168.1.4,8.8.8.8,1366,
2026-08-20T11:15:28.804147,192.168.1.31,False,normal,low,0.9688095238095239,udp,192.168.1.31,192.168.1.1,1300,
2026-08-20T11:15:44.241421,192.168.1.9,False,normal,low,0.95875,tcp,192.168.1.9,151.101.65.140,886,
2026-08-20T11:15:48.464530,192.168.1.43,False,normal,low,0.95875,tcp,192.168.1.43,8.8.8.8,880,
2026-08-20T11:16:02.439662,192.168.1.48,False,normal,low,0.9854166666666667,udp,192.168.1.48,192.168.1.1,432,
2026-08-20T11:16:15.618930,10.0.0.99,False,normal,low,0.9958333333333333,tcp,10.0.0.99,192.168.1.1,79,
2026-08-20T11:16:19.248520,192.168.1.21,False,normal,low,0.9675595238095238,tcp,192.168.1.21,192.168.1.1,1084,
2026-08-20T11:16:23.732063,192.168.1.31,False,normal,low,0.9833333333333333,udp,192.168.1.31,192.168.1.1,584,
2026-08-20T11:16:30.046561,192.168.1.37,False,normal,low,0.9958333333333333,tcp,192.168.1.37,192.168.1.1,261,
2026-08-20T11:16:34.198421,185.220.101.5,False,normal,low,0.9958333333333333,tcp,185.220.101.5,192.168.1.1,122,
2026-08-20T11:16:37.911995,192.168.1.19,False,normal,low,0.9958333333333333,tcp,192.168.1.19,192.168.1.1,179,
2026-08-20T11:16:41.064570,192.168.1.105,False,normal,low,0.9533333333333334,tcp,192.168.1.105,104.244.42.1,1406,
2026-08-20T11:16:45.801339,192.168.1.37,False,normal,low,0.95875,tcp,192.168.1.37,192.168.1.1,785,
2026-08-20T11:17:02.402953,192.168.1.105,False,normal,low,0.9533333333333334,tcp,192.168.1.105,203.0.113.88,1450,
2026-08-20T11:17:17.883600,10.0.0.99,False,normal,low,0.9958333333333333,tcp,10.0.0.99,192.168.1.1,67,
2026-08-20T11:17:21.970237,91.240.118.172,False,normal,low,0.9958333333333333,tcp,91.240.118.172,192.168.1.1,142,
2026-08-20T11:17:25.480532,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,203.0.113.88,1476,
2026-08-20T11:17:28.942834,192.168.1.40,False,normal,low,0.9833333333333333,tcp,192.168.1.40,192.168.1.1,584,
